,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFullBath,BsmtHalfBath,BsmtQual,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,Id,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
465,1414,0,0,No Alley,2,TwnhsE,3,1,Unf,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3,1,PConc,2,Typ,398.0,2.0,3,Fin,3,Attchd,2004.0,1414,0,GasA,5,1Story,466,4,Lvl,Gtl,3072,Inside,43.0,Reg,120,RM,18.0,BrkFace,No Shed,5,Blmngtn,1,5,7,Y,0,CompShg,Hip,Normal,12.093687514935382,WD,0,Pave,6,1375.0,1,2004,2004,2006
466,1277,0,0,No Alley,2,1Fam,4,4,GLQ,1.0,0.0,3,Y,Norm,Norm,SBrkr,0,4,3,Plywood,Plywood,GdWo,1,1,CBlock,1,Typ,526.0,2.0,3,Unf,3,Attchd,1970.0,1277,0,GasA,3,1Story,467,3,Lvl,Gtl,10628,Inside,85.0,Reg,20,RL,0.0,None,No Shed,4,NAmes,0,5,7,Y,0,Tar&Grv,Flat,Normal,12.025749091398891,WD,1,Pave,5,1277.0,0,1970,1970,2007
467,888,756,0,No Alley,3,1Fam,3,1,LwQ,0.0,0.0,3,Y,Artery,Norm,SBrkr,0,3,3,MetalSd,MetalSd,No Fence,4,2,CBlock,1,Typ,312.0,1.0,3,Unf,3,Attchd,1942.0,1644,1,GasA,5,2Story,468,4,Lvl,Gtl,9480,Inside,79.0,Reg,70,RL,224.0,Stone,No Shed,6,NAmes,0,7,5,Y,0,CompShg,Gable,Normal,11.894780707439258,WD,0,Pave,7,728.0,1,1942,1995,2007
468,1634,0,0,No Alley,3,1Fam,3,1,Unf,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4,1,PConc,2,Typ,866.0,3.0,3,RFn,3,Attchd,2006.0,1634,0,GasA,5,1Story,469,4,Lvl,Gtl,11428,Inside,98.0,IR1,20,RL,248.0,Stone,No Shed,5,NridgHt,1,5,8,Y,0,CompShg,Gable,Normal,12.429216196844383,WD,0,Pave,7,1626.0,0,2006,2006,2007
469,832,878,0,No Alley,3,1Fam,3,1,GLQ,0.0,0.0,4,Y,RRNe,Norm,SBrkr,0,3,4,HdBoard,HdBoard,No Fence,3.4429619746497666,0,PConc,2,Typ,506.0,2.0,3,RFn,3,Attchd,1993.0,1710,1,GasA,5,2Story,470,4,Lvl,Gtl,9291,Corner,76.0,IR1,60,RL,120.0,BrkFace,No Shed,6,SawyerW,1,5,6,Y,0,CompShg,Gable,Normal,12.138863895836725,WD,0,Pave,7,832.0,1,1993,1993,2008
470,1502,0,0,No Alley,1,TwnhsE,3,3,GLQ,1.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,HdBoard,HdBoard,No Fence,3.4429619746497666,0,PConc,1,Typ,528.0,2.0,3,RFn,3,Attchd,1985.0,1502,1,GasA,3,1Story,471,4,Lvl,Gtl,6820,Corner,60.0,IR1,120,RL,0.0,None,No Shed,6,StoneBr,1,5,8,Y,0,CompShg,Gable,Normal,12.26434155365415,WD,1,Pave,4,1488.0,0,1985,1985,2010
471,1161,808,0,No Alley,3,1Fam,3,1,Unf,0.0,0.0,4,Y,PosA,Norm,SBrkr,0,3,3,WdShing,Plywood,No Fence,4,1,CBlock,2,Typ,534.0,2.0,3,RFn,3,Attchd,1977.0,1969,1,GasA,3,2Story,472,3,Lvl,Gtl,11952,Inside,92.0,Reg,60,RL,0.0,None,No Shed,11,NWAmes,0,6,7,Y,0,WdShake,Mansard,Normal,12.154779351142624,WD,1,Pave,8,808.0,0,1977,1977,2007
472,1072,0,0,No Alley,2,TwnhsE,3,4,GLQ,1.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,3,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,1,Typ,525.0,2.0,3,RFn,3,Basment,2005.0,1072,0,GasA,5,SLvl,473,3,Lvl,Gtl,3675,Inside,35.0,Reg,180,RM,80.0,BrkFace,No Shed,6,Edwards,1,5,6,Y,0,CompShg,Gable,Normal,11.904967552746252,WD,0,Pave,5,547.0,0,2005,2005,2008
473,1976,0,0,No Alley,2,1Fam,3,4,GLQ,1.0,0.0,5,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,5,1,PConc,2,Typ,908.0,3.0,3,RFn,3,Attchd,2006.0,1976,0,GasA,5,1Story,474,4,Lvl,Gtl,14977,Inside,110.0,IR1,20,RL,304.0,BrkFace,No Shed,7,NridgHt,1,5,8,Y,0,CompShg,Gable,Partial,12.994530005894443,New,0,Pave,7,1976.0,1,2006,2007,2007
474,1652,0,0,No Alley,2,TwnhsE,3,3,GLQ,1.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,CemntBd,CmentBd,No Fence,3.4429619746497666,0,PConc,2,Typ,499.0,2.0,3,RFn,3,Attchd,2000.0,1652,0,GasA,5,1Story,475,5,Lvl,Gtl,5330,Inside,41.0,Reg,120,RL,0.0,None,No Shed,8,StoneBr,1,5,8,Y,0,CompShg,Gable,Normal,12.43320821811392,WD,0,Pave,6,1494.0,1,2000,2000,2007
475,970,0,0,No Alley,2,1Fam,3,1,GLQ,1.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,No Fence,3.4429619746497666,0,CBlock,1,Typ,624.0,2.0,3,Unf,3,Detchd,1996.0,970,0,GasA,3,1Story,476,3,Lvl,Gtl,8480,Corner,80.0,Reg,20,RL,0.0,None,No Shed,7,Sawyer,1,6,5,Y,0,CompShg,Hip,Normal,11.794337924408413,WD,1,Pave,5,970.0,0,1963,1963,2007
476,1493,0,0,No Alley,3,1Fam,3,4,GLQ,1.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,3,VinylSd,VinylSd,No Fence,3,1,PConc,2,Typ,508.0,2.0,3,Fin,3,Attchd,1997.0,1493,0,GasA,5,1Story,477,4,Lvl,Mod,13125,Inside,75.0,Reg,20,RL,215.0,BrkFace,No Shed,4,CollgCr,1,5,6,Y,0,CompShg,Gable,Normal,12.249610947544657,WD,0,Pave,7,1478.0,1,1997,1998,2008
477,2069,574,0,No Alley,3,1Fam,3,3,Unf,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,5,VinylSd,VinylSd,No Fence,4,1,PConc,2,Typ,694.0,3.0,3,Fin,3,BuiltIn,2006.0,2643,1,GasA,5,2Story,478,5,Lvl,Gtl,13693,Inside,105.0,Reg,60,RL,772.0,BrkFace,No Shed,3,NridgHt,1,5,9,Y,0,CompShg,Hip,Normal,12.84792653170257,WD,0,Pave,9,2153.0,1,2006,2006,2007
478,1718,0,0,No Alley,3,1Fam,3,4,GLQ,1.0,0.0,5,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4,1,PConc,2,Typ,826.0,3.0,3,RFn,3,Attchd,2007.0,1718,0,GasA,5,1Story,479,4,Lvl,Gtl,10637,Inside,79.0,Reg,20,RL,336.0,Stone,No Shed,9,CollgCr,1,5,8,Y,0,CompShg,Hip,Normal,12.601487417784837,WD,0,Pave,7,1705.0,1,2007,2008,2009
479,1131,0,0,No Alley,2,1Fam,3,1,Rec,0.0,0.0,2,Y,Norm,Norm,SBrkr,0,3,3,Stucco,Stucco,MnPrv,3.4429619746497666,0,BrkTil,1,Typ,672.0,2.0,3,Unf,3,Detchd,1995.0,1131,0,GasA,3,1Story,480,3,Bnk,Gtl,5925,Inside,50.0,Reg,30,RM,435.0,BrkCmn,No Shed,3,OldTown,1,7,4,Y,0,CompShg,Hip,Alloca,11.401669829409995,WD,0,Pave,7,907.0,0,1937,2000,2007
480,1850,0,0,No Alley,3,1Fam,3,4,GLQ,1.0,0.0,5,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4,1,PConc,2,Typ,772.0,3.0,3,Fin,3,Attchd,2004.0,1850,0,GasA,5,1Story,481,4,Lvl,Gtl,16033,FR2,98.0,IR1,20,RL,378.0,BrkFace,No Shed,3,NridgHt,1,5,9,Y,0,CompShg,Hip,Normal,12.694652660348845,WD,0,Pave,8,1833.0,1,2004,2005,2006
481,1792,0,0,No Alley,2,1Fam,3,4,GLQ,1.0,0.0,5,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4,1,PConc,2,Typ,874.0,3.0,3,Fin,3,Attchd,2003.0,1792,0,GasA,5,1Story,482,5,HLS,Gtl,11846,Inside,72.0,IR1,20,RL,562.0,BrkFace,No Shed,8,NridgHt,1,5,9,Y,0,CompShg,Hip,Normal,12.832011076396668,WD,0,Pave,6,1792.0,1,2003,2004,2006
482,916,910,0,Pave,4,1Fam,3,1,ALQ,1.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,4,Stucco,Stucco,No Fence,4,1,PConc,1,Min2,164.0,1.0,2,Unf,2,Attchd,1915.0,1826,1,GasA,5,2Story,483,5,Lvl,Gtl,2500,Corner,50.0,Reg,70,RM,0.0,None,No Shed,6,OldTown,0,8,7,Y,0,CompShg,Gable,Normal,11.951180395901384,WD,0,Pave,7,910.0,0,1915,2005,2009
483,1216,0,0,No Alley,2,Twnhs,3,1,GLQ,1.0,0.0,5,Y,Norm,Norm,SBrkr,0,3,3,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,2,Typ,402.0,2.0,3,Unf,3,Attchd,1998.0,1216,0,GasA,5,1Story,484,3,Lvl,Gtl,4500,FR2,32.0,Reg,120,RM,116.0,BrkFace,No Shed,5,Mitchel,1,5,6,Y,0,CompShg,Hip,Normal,12.007621706806335,WD,0,Pave,5,1216.0,0,1998,1998,2006
484,999,0,0,No Alley,3,1Fam,3,1,ALQ,1.0,0.0,3,Y,Norm,Norm,SBrkr,0,4,3,HdBoard,Plywood,No Fence,3.4429619746497666,0,CBlock,1,Typ,264.0,1.0,3,Unf,3,Detchd,1963.0,999,0,GasA,4,1Story,485,4,Lvl,Gtl,7758,Corner,72.0,IR1,20,RL,0.0,None,No Shed,3,Sawyer,1,7,5,Y,0,CompShg,Gable,Normal,11.794337924408413,WD,0,Pave,6,999.0,0,1962,2001,2007
485,1113,0,0,No Alley,3,1Fam,3,1,ALQ,0.0,0.0,3,Y,Norm,Norm,SBrkr,1,3,4,MetalSd,MetalSd,No Fence,4,1,CBlock,1,Typ,264.0,1.0,3,Unf,3,Attchd,1950.0,1113,0,GasA,4,1Story,486,4,Lvl,Gtl,9600,Inside,80.0,Reg,20,RL,0.0,None,No Shed,7,NAmes,1,7,5,Y,0,CompShg,Gable,Normal,11.898187865760873,WD,0,Pave,5,1113.0,0,1950,2007,2009
486,1073,0,0,No Alley,3,1Fam,3,1,ALQ,1.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,MetalSd,MetalSd,No Fence,3.4429619746497666,0,CBlock,1,Typ,515.0,2.0,3,RFn,3,Attchd,1965.0,1073,1,GasA,3,1Story,487,3,Lvl,Gtl,10289,Inside,79.0,Reg,20,RL,168.0,BrkFace,No Shed,6,NAmes,0,7,5,Y,0,CompShg,Hip,Normal,11.957611286231675,WD,0,Pave,6,1073.0,0,1965,1965,2007
487,1484,0,0,No Alley,3,1Fam,3,3,ALQ,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,3,Plywood,Plywood,No Fence,3,1,CBlock,2,Typ,487.0,2.0,3,Unf,3,Attchd,1971.0,1484,0,GasA,4,1Story,488,3,Lvl,Gtl,12243,Inside,70.0,IR1,20,RL,0.0,None,No Shed,2,NWAmes,0,6,5,Y,0,CompShg,Gable,Normal,12.072541252905651,WD,1,Pave,7,1484.0,1,1971,1971,2007
488,1766,648,0,No Alley,3,2fmCon,2,1,BLQ,0.0,0.0,3,N,Norm,Norm,FuseA,0,2,3,Wd Sdng,Wd Sdng,No Fence,4,1,CBlock,2,Mod,520.0,2.0,2,Unf,3,Attchd,1970.0,2414,0,GasA,3,1.5Fin,489,3,Lvl,Gtl,10800,Corner,60.0,Reg,190,RL,0.0,None,No Shed,5,OldTown,0,4,5,N,0,CompShg,Gable,Normal,11.982929094215963,ConLD,0,Pave,10,954.0,1,1900,1970,2006
489,630,0,0,No Alley,1,Twnhs,3,3,GLQ,1.0,0.0,4,Y,Norm,Norm,SBrkr,0,4,3,CemntBd,CmentBd,No Fence,3.4429619746497666,0,CBlock,1,Typ,286.0,1.0,3,Unf,3,Attchd,1970.0,630,0,GasA,3,SFoyer,490,4,Lvl,Gtl,1526,Inside,21.0,Reg,180,RM,0.0,None,No Shed,5,MeadowV,0,8,4,Y,0,CompShg,Gable,Normal,11.362102575235644,WD,0,Pave,3,630.0,0,1970,2002,2009
490,616,688,0,No Alley,3,TwnhsE,3,2,Unf,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,3,CemntBd,CmentBd,No Fence,4,1,PConc,1,Typ,336.0,1.0,3,Fin,3,BuiltIn,1976.0,1304,1,GasA,3,2Story,491,3,Lvl,Gtl,2665,Inside,21.0,Reg,160,RM,0.0,None,No Shed,6,MeadowV,1,6,5,Y,0,CompShg,Gable,Normal,11.652687407345388,WD,0,Pave,4,264.0,1,1976,1976,2008
491,958,620,0,No Alley,3,1Fam,3,1,BLQ,1.0,0.0,3,Y,Artery,Norm,FuseA,1,3,3,Wd Sdng,Wd Sdng,MnPrv,3,2,CBlock,1,Typ,240.0,1.0,3,Unf,3,Attchd,1941.0,1578,0,GasA,3,1.5Fin,492,2,Lvl,Gtl,9490,Inside,79.0,Reg,50,RL,0.0,None,No Shed,8,NAmes,0,7,6,Y,0,CompShg,Gable,Normal,11.79810440720389,WD,0,Pave,5,806.0,0,1941,1950,2006
492,728,728,0,No Alley,3,1Fam,3,1,Unf,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,2,Typ,429.0,2.0,3,RFn,3,Attchd,2006.0,1456,1,GasA,4,2Story,493,3,Lvl,Gtl,15578,Corner,105.0,IR1,60,RL,0.0,None,No Shed,5,Gilbert,0,5,6,Y,0,CompShg,Gable,Partial,12.059803326028716,New,0,Pave,8,728.0,0,2006,2006,2006
493,1269,0,0,No Alley,3,1Fam,3,1,BLQ,0.0,0.0,3,Y,Norm,Norm,FuseA,0,3,3,BrkFace,Wd Sdng,No Fence,2,1,CBlock,1,Typ,308.0,1.0,3,Unf,3,Detchd,1964.0,1269,1,GasA,3,1Story,494,3,Lvl,Gtl,7931,Inside,70.0,Reg,20,RL,0.0,None,No Shed,6,NAmes,0,6,5,Y,0,CompShg,Gable,Normal,11.951180395901384,WD,0,Pave,6,1269.0,0,1960,1960,2008
494,886,0,0,No Alley,2,1Fam,3,1,Unf,0.0,0.0,2,Y,Artery,Norm,FuseA,1,3,3,MetalSd,MetalSd,No Fence,3.4429619746497666,0,BrkTil,1,Typ,273.0,1.0,3,Unf,3,Attchd,1938.0,886,0,GasA,4,1Story,495,3,Lvl,Gtl,5784,Inside,50.0,Reg,30,RM,0.0,None,No Shed,12,OldTown,1,8,5,Y,0,CompShg,Gable,Normal,11.421906066583059,WD,0,Pave,4,190.0,1,1938,1996,2009
495,720,0,0,No Alley,2,1Fam,3,1,Rec,0.0,0.0,3,N,Norm,Norm,FuseA,1,3,3,Wd Sdng,Wd Sdng,GdWo,3.4429619746497666,0,CBlock,1,Typ,0.0,0.0,2.9706521739130434,No Garage,2.96231884057971,No Garage,1978.1134057971014,720,0,GasA,3,1Story,496,3,Lvl,Gtl,7879,Inside,60.0,Reg,30,C (all),0.0,None,No Shed,11,IDOTRR,1,5,4,N,0,CompShg,Gable,Abnorml,10.460242108190519,WD,0,Pave,4,720.0,0,1920,1950,2009
496,3228,0,0,No Alley,4,1Fam,3,1,GLQ,1.0,0.0,4,Y,Norm,Norm,SBrkr,1,3,4,BrkFace,BrkFace,No Fence,4,1,PConc,3,Typ,546.0,2.0,3,RFn,3,Attchd,1992.0,3228,0,GasA,5,1Story,497,4,Lvl,Gtl,12692,Inside,89.0,IR1,20,RL,0.0,None,No Shed,5,NoRidge,1,5,8,Y,0,CompShg,Hip,Normal,12.971540487669746,WD,0,Pave,10,3200.0,1,1992,1993,2007
497,1133,687,0,Pave,4,1Fam,3,1,Rec,1.0,0.0,3,Y,Norm,Norm,SBrkr,0,4,3,Wd Sdng,Wd Sdng,GdPrv,3.4429619746497666,0,PConc,2,Typ,240.0,1.0,3,Unf,3,Detchd,1925.0,1820,0,GasA,5,1.5Fin,498,3,Lvl,Gtl,9120,Inside,60.0,Reg,50,RL,0.0,None,No Shed,6,BrkSide,1,6,7,N,0,CompShg,Gable,Normal,12.122691036591123,WD,0,Pave,8,1026.0,0,1925,1950,2008
498,899,0,0,No Alley,3,1Fam,3,1,ALQ,0.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,MnPrv,3.4429619746497666,0,PConc,1,Typ,288.0,1.0,3,Fin,3,Attchd,1967.0,899,0,GasA,5,1Story,499,4,Lvl,Gtl,7800,Inside,65.0,Reg,20,RL,89.0,BrkFace,No Shed,6,Sawyer,0,7,5,Y,0,CompShg,Hip,Normal,11.77528972943772,WD,0,Pave,5,864.0,1,1967,2004,2009
499,912,0,0,No Alley,2,1Fam,3,1,BLQ,0.0,1.0,3,Y,Norm,Norm,SBrkr,0,3,3,MetalSd,MetalSd,MnWw,3.4429619746497666,0,CBlock,1,Typ,297.0,1.0,3,Fin,3,Attchd,1958.0,912,0,GasA,2,1Story,500,3,Lvl,Gtl,7535,Inside,70.0,IR1,20,RL,0.0,None,Shed,6,NAmes,1,7,5,Y,0,CompShg,Gable,Normal,11.695247021764184,WD,0,Pave,5,912.0,1,1958,1985,2007
500,672,546,0,No Alley,3,Twnhs,3,1,BLQ,0.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,No Fence,3.4429619746497666,0,CBlock,1,Typ,264.0,1.0,3,Unf,3,Detchd,1973.0,1218,1,GasA,3,2Story,501,3,Lvl,Gtl,1890,Inside,21.0,Reg,160,RM,285.0,BrkFace,No Shed,5,BrDale,1,5,6,Y,0,CompShg,Gable,Normal,11.635143097694478,WD,0,Pave,7,672.0,1,1973,1973,2007
501,866,902,0,No Alley,3,1Fam,3,1,GLQ,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,2,Typ,603.0,2.0,3,RFn,3,Attchd,2005.0,1768,1,GasA,4,2Story,502,4,Lvl,Gtl,9803,Inside,75.0,Reg,60,FV,0.0,None,No Shed,2,Somerst,1,5,7,Y,0,CompShg,Gable,Normal,12.33138283649562,WD,0,Pave,7,866.0,0,2005,2005,2008
502,1214,0,0,No Alley,2,1Fam,3,1,ALQ,1.0,0.0,3,Y,Feedr,Norm,SBrkr,1,3,3,MetalSd,MetalSd,GdPrv,3.4429619746497666,0,CBlock,1,Typ,461.0,2.0,2,Unf,2,Detchd,1965.0,1214,0,GasA,5,1Story,503,3,Lvl,Gtl,9170,Corner,70.0,Reg,20,RL,0.0,None,Shed,4,Edwards,0,7,5,Y,0,CompShg,Hip,Normal,11.84939770159144,WD,0,Pave,6,1214.0,0,1965,1965,2007
503,1801,0,0,No Alley,1,1Fam,3,1,ALQ,1.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,BrkFace,Wd Sdng,GdWo,3,2,CBlock,2,Typ,484.0,2.0,3,Fin,3,Attchd,1959.0,1801,0,GasA,3,1Story,504,3,Lvl,Gtl,15602,Inside,100.0,IR1,20,RL,0.0,None,No Shed,3,Crawfor,1,8,7,Y,0,CompShg,Gable,Normal,12.57418196709457,WD,1,Pave,6,1501.0,0,1959,1997,2010
504,855,467,0,No Alley,3,TwnhsE,3,1,ALQ,0.0,1.0,3,Y,Norm,Norm,SBrkr,0,3,3,Plywood,Brk Cmn,No Fence,2,1,CBlock,2,Typ,440.0,2.0,3,Unf,3,Attchd,1974.0,1322,1,GasA,3,2Story,505,3,Lvl,Gtl,2308,Inside,24.0,Reg,160,RL,0.0,None,No Shed,6,NPkVill,0,5,6,Y,0,CompShg,Gable,Normal,11.898187865760873,WD,0,Pave,6,855.0,1,1974,1974,2009
505,960,1000,0,Grvl,4,Duplex,3,1,Unf,0.0,0.0,3,Y,Artery,Norm,SBrkr,0,3,3,Wd Sdng,Wd Sdng,No Fence,3.4429619746497666,0,CBlock,2,Typ,400.0,2.0,3,Unf,3,Detchd,1952.0,1960,0,GasA,4,2Story,506,3,Lvl,Gtl,7596,Inside,60.0,Reg,90,RM,360.0,BrkFace,No Shed,7,OldTown,0,5,5,N,0,CompShg,Hip,Normal,11.732060994886899,COD,0,Pave,10,960.0,0,1952,1952,2009
506,1065,846,0,No Alley,3,1Fam,3,1,GLQ,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3,1,PConc,2,Typ,471.0,2.0,3,RFn,3,Attchd,1993.0,1911,1,GasA,5,2Story,507,4,Lvl,Gtl,9554,Inside,80.0,IR1,60,RL,125.0,BrkFace,No Shed,9,SawyerW,1,5,8,Y,0,CompShg,Gable,Normal,12.2783933071098,WD,0,Pave,8,777.0,1,1993,1994,2006
507,1218,0,0,No Alley,2,1Fam,3,1,GLQ,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,2,Typ,676.0,2.0,3,Fin,3,Attchd,2009.0,1218,0,GasA,5,1Story,508,4,Lvl,Gtl,7862,Inside,75.0,IR1,20,FV,0.0,None,No Shed,9,Somerst,1,5,6,Y,0,CompShg,Gable,Partial,12.246734627249063,New,0,Pave,4,1218.0,0,2009,2009,2009
508,689,689,0,No Alley,3,1Fam,3,1,Rec,0.0,0.0,3,Y,Norm,Norm,SBrkr,1,5,3,MetalSd,MetalSd,No Fence,4,1,BrkTil,2,Typ,360.0,2.0,3,Unf,3,Detchd,1928.0,1378,0,GasA,5,2Story,509,4,Lvl,Gtl,9600,Inside,60.0,Reg,70,RM,0.0,None,No Shed,10,OldTown,0,9,7,N,0,CompShg,Gambrel,Normal,11.9891596439666,WD,0,Pave,7,689.0,0,1928,2005,2008
509,1041,0,0,No Alley,3,1Fam,3,1,ALQ,1.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,MetalSd,MetalSd,MnPrv,3.4429619746497666,0,CBlock,1,Typ,270.0,1.0,3,RFn,3,Attchd,1959.0,1041,0,GasA,5,1Story,510,3,Lvl,Gtl,9600,Corner,80.0,Reg,20,RL,132.0,BrkFace,No Shed,7,NAmes,1,6,5,Y,0,CompShg,Gable,Normal,11.732060994886899,WD,0,Pave,6,1041.0,1,1959,1959,2009
510,1363,0,0,No Alley,2,1Fam,3,1,BLQ,1.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,4,Wd Sdng,Wd Sdng,No Fence,3,2,CBlock,1,Min1,288.0,1.0,3,Unf,3,CarPort,1951.0,1363,0,GasA,5,1Story,511,3,Lvl,Gtl,14559,Inside,75.0,Reg,20,RL,70.0,BrkCmn,Shed,6,NAmes,1,7,5,Y,0,CompShg,Hip,Normal,12.01309450854769,WD,1,Pave,6,1008.0,1,1951,2000,2009
511,1368,0,0,No Alley,2,TwnhsE,3,1,Unf,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4,1,PConc,2,Typ,474.0,2.0,3,RFn,3,Attchd,2005.0,1368,0,GasA,5,1Story,512,4,Lvl,Gtl,6792,Inside,40.0,IR1,120,RL,94.0,Stone,No Shed,3,NridgHt,1,5,7,Y,0,CompShg,Gable,Partial,12.219309648562168,New,0,Pave,6,1368.0,1,2005,2006,2006
512,864,0,0,No Alley,3,1Fam,3,1,BLQ,1.0,0.0,3,Y,Feedr,Norm,SBrkr,0,3,3,VinylSd,VinylSd,No Fence,3.4429619746497666,0,CBlock,1,Typ,624.0,2.0,3,Unf,3,Detchd,1964.0,864,0,GasA,3,1Story,513,3,Lvl,Gtl,9100,Corner,70.0,Reg,20,RL,0.0,None,No Shed,7,NAmes,0,5,5,Y,0,CompShg,Gable,Normal,11.77452020265869,WD,0,Pave,5,864.0,0,1958,1958,2006
513,1080,0,0,No Alley,3,1Fam,3,1,ALQ,0.0,0.0,3,Y,Norm,Norm,SBrkr,1,4,3,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,1,Typ,484.0,2.0,3,Unf,3,Attchd,1983.0,1080,1,GasA,3,1Story,514,3,Bnk,Gtl,9187,Corner,71.0,Reg,20,RL,0.0,None,No Shed,6,Mitchel,0,5,6,Y,0,CompShg,Gable,Normal,11.805595078933049,WD,0,Pave,5,1084.0,1,1983,1983,2007
514,789,0,0,No Alley,2,1Fam,3,1,Unf,0.0,0.0,3,N,Norm,Norm,SBrkr,1,3,3,Wd Sdng,Wd Sdng,MnPrv,3.4429619746497666,0,BrkTil,1,Typ,200.0,1.0,1,Unf,1,Detchd,1926.0,789,0,Grav,2,1.5Unf,515,3,Lvl,Gtl,10594,Inside,55.0,Reg,45,RL,0.0,None,No Shed,6,Crawfor,0,5,5,Y,0,CompShg,Gable,Normal,11.477298287327077,WD,0,Pave,5,768.0,0,1926,1950,2007
515,2020,0,0,No Alley,3,1Fam,3,1,GLQ,1.0,0.0,5,Y,Norm,Norm,SBrkr,0,3,5,CemntBd,CmentBd,No Fence,4,1,CBlock,2,Typ,900.0,3.0,3,Fin,3,Attchd,2009.0,2020,1,GasA,5,1Story,516,5,Lvl,Gtl,12220,Inside,94.0,Reg,20,RL,305.0,BrkFace,No Shed,9,NridgHt,1,5,10,Y,0,CompShg,Hip,Partial,12.906346868281233,New,0,Pave,9,2006.0,1,2009,2009,2009
516,1378,741,0,No Alley,3,1Fam,3,1,Unf,0.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,GdPrv,3,1,CBlock,2,Typ,583.0,2.0,3,RFn,3,Attchd,1972.0,2119,1,GasA,3,SLvl,517,3,Lvl,Gtl,10448,Corner,80.0,IR1,80,RL,333.0,BrkFace,No Shed,8,NWAmes,1,6,6,Y,0,CompShg,Gable,Abnorml,11.970350312009105,COD,0,Pave,7,689.0,0,1972,1972,2009
517,1277,1067,0,No Alley,3,1Fam,3,1,Unf,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3,1,PConc,2,Typ,889.0,3.0,3,RFn,3,Attchd,1996.0,2344,1,GasA,5,2Story,518,4,Lvl,Gtl,10208,Inside,79.0,IR1,60,RL,921.0,BrkFace,No Shed,7,NoRidge,0,5,7,Y,0,CompShg,Gable,Normal,12.487485104968359,WD,0,Pave,7,1264.0,1,1996,1997,2009
