Id,Unnamed: 0,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinType1,BsmtQual,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,Heating,HeatingQC,HouseStyle,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,Street,TotRmsAbvGrd,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,TotalSF,TotalBaths
636,635,0,Pave,8,2fmCon,2.0,1.0,LwQ,3.0,Y,Feedr,Norm,FuseA,0,3,2,VinylSd,VinylSd,No Fence,3.4429619746497666,0,CBlock,Typ,0.0,0.0,2.970652173913044,No Garage,2.96231884057971,No Garage,1978.1134057971012,3395,GasA,5,2.5Fin,2.0,Bnk,Gtl,10896,Inside,60.0,Reg,190,RH,0.0,None,No Shed,3,SWISU,1,7,6,N,0,CompShg,Hip,Abnorml,12.206072645530176,WD,0,Pave,14,0,1914,1995,2007,4320.0,2.0
637,636,0,No Alley,1,1Fam,2.0,1.0,Unf,3.0,N,Norm,Norm,FuseA,0,2,2,AsbShng,AsbShng,No Fence,1.0,1,BrkTil,Maj1,0.0,0.0,2.970652173913044,No Garage,2.96231884057971,No Garage,1978.1134057971012,800,Grav,2,1Story,2.0,Lvl,Gtl,6120,Inside,51.0,Reg,30,RM,0.0,None,No Shed,1,BrkSide,0,3,2,N,0,CompShg,Gable,Normal,11.002099841204238,ConLw,0,Pave,4,0,1936,1950,2009,1064.0,1.0
638,637,0,No Alley,3,2fmCon,3.0,1.0,Unf,3.0,Y,Norm,Norm,FuseA,0,3,3,Wd Sdng,Wd Sdng,No Fence,3.4429619746497666,0,CBlock,Typ,256.0,1.0,3.0,Unf,3.0,BuiltIn,1954.0,1387,GasA,3,1.5Fin,4.0,Lvl,Gtl,6000,Inside,50.0,Reg,190,RM,0.0,None,No Shed,11,OldTown,0,4,5,Y,0,CompShg,Gable,Normal,11.440354772135393,WD,0,Pave,7,0,1954,1954,2009,2198.0,2.0
639,638,0,No Alley,2,1Fam,3.0,1.0,Unf,2.0,Y,Feedr,Norm,FuseA,1,3,3,MetalSd,Wd Sdng,MnPrv,3.4429619746497666,0,CBlock,Typ,0.0,0.0,2.970652173913044,No Garage,2.96231884057971,No Garage,1978.1134057971012,796,GasA,4,1Story,3.0,Lvl,Gtl,8777,Inside,67.0,Reg,30,RL,0.0,None,No Shed,5,Edwards,0,7,5,P,0,CompShg,Gable,Normal,11.350406535472453,WD,0,Pave,4,1,1910,1950,2008,1592.0,1.0
640,639,0,No Alley,1,TwnhsE,4.0,3.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4.0,1,PConc,Typ,648.0,3.0,3.0,Fin,3.0,Attchd,2006.0,1567,GasA,5,1Story,5.0,Lvl,Gtl,3982,Inside,53.0,Reg,120,RL,0.0,None,No Shed,10,Blmngtn,0,5,8,Y,0,CompShg,Hip,Partial,12.485827127509431,New,0,Pave,7,1,2006,2006,2006,3087.0,3.0
641,640,0,No Alley,1,TwnhsE,3.0,4.0,GLQ,5.0,Y,Norm,Norm,SBrkr,0,3,5,MetalSd,MetalSd,No Fence,4.0,1,PConc,Typ,588.0,2.0,3.0,RFn,3.0,Attchd,2003.0,1518,GasA,5,1Story,5.0,Lvl,Gtl,12677,Inside,62.0,IR1,120,RL,472.0,BrkFace,No Shed,4,NridgHt,1,5,8,Y,0,CompShg,Hip,Normal,12.520883385370205,WD,0,Pave,6,1,2003,2004,2008,3036.0,1.5
642,641,0,No Alley,3,1Fam,3.0,1.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.0,1,PConc,Typ,650.0,2.0,3.0,Fin,3.0,Attchd,2001.0,1929,GasA,5,2Story,4.0,Lvl,Gtl,7050,Inside,72.5,Reg,60,FV,0.0,None,No Shed,5,Somerst,1,5,7,Y,0,CompShg,Gable,Normal,12.328290278254425,WD,0,Pave,7,0,2001,2001,2007,2986.0,3.5
643,642,0,No Alley,4,1Fam,3.0,4.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,3,4,Plywood,Wd Sdng,MnPrv,3.0,3,CBlock,Typ,538.0,2.0,3.0,Fin,3.0,Attchd,1972.0,2704,GasA,4,SLvl,5.0,Lvl,Gtl,13860,Inside,75.0,Reg,80,RL,0.0,None,No Shed,7,NAmes,1,7,8,Y,0,CompShg,Gable,Normal,12.751299696013493,WD,0,Pave,9,1,1972,1995,2009,4656.0,3.5
644,643,0,No Alley,4,1Fam,3.0,1.0,Rec,3.0,Y,RRAn,Norm,SBrkr,0,3,3,WdShing,HdBoard,GdWo,3.4429619746497666,0,CBlock,Min1,462.0,2.0,3.0,Fin,3.0,Attchd,1969.0,1620,GasA,5,2Story,3.0,Lvl,Gtl,10793,Inside,80.0,Reg,60,RL,263.0,BrkFace,No Shed,4,NWAmes,0,5,5,Y,0,CompShg,Mansard,Normal,11.931635799828413,WD,0,Pave,7,1,1969,1969,2007,2400.0,2.5
645,644,0,No Alley,2,1Fam,3.0,2.0,GLQ,5.0,Y,Norm,Norm,SBrkr,0,3,5,CemntBd,CmentBd,No Fence,4.0,1,PConc,Typ,478.0,3.0,3.0,Fin,3.0,Attchd,2009.0,1766,GasA,5,1Story,5.0,Lvl,Gtl,9187,Inside,85.0,Reg,20,FV,162.0,Stone,No Shed,10,Somerst,1,5,9,Y,0,CompShg,Gable,Partial,12.823628446539171,New,0,Pave,7,1,2009,2009,2009,3532.0,3.5
646,645,0,No Alley,3,1Fam,3.0,1.0,ALQ,3.0,Y,Norm,Norm,SBrkr,1,3,3,Plywood,Plywood,No Fence,3.4429619746497666,0,CBlock,Typ,576.0,2.0,3.0,Unf,3.0,Detchd,1979.0,981,GasA,3,1Story,3.0,Lvl,Gtl,10530,Corner,73.0,IR1,20,RL,0.0,None,No Shed,3,NAmes,1,5,6,Y,0,CompShg,Hip,Normal,11.872346634576989,WD,0,Pave,5,0,1971,1971,2007,1962.0,2.5
647,646,0,No Alley,3,1Fam,3.0028198801550934,1.6707789918928446,No Basement,3.576814658210007,Y,Norm,Norm,SBrkr,0,3,3,MetalSd,MetalSd,No Fence,3.4429619746497666,0,CBlock,Min1,420.0,2.0,3.0,Unf,3.0,Detchd,1950.0,1048,GasA,4,1Story,3.0,Lvl,Gtl,7200,Inside,60.0,Reg,20,RL,0.0,None,No Shed,7,NAmes,1,5,5,Y,0,CompShg,Hip,Normal,11.495779306135258,WD,0,Pave,7,0,1950,1950,2008,1048.0,1.0
648,647,0,No Alley,3,1Fam,3.0,2.0,Rec,3.0,Y,Norm,Norm,SBrkr,0,3,3,Wd Sdng,Wd Sdng,No Fence,4.0,2,CBlock,Typ,495.0,2.0,3.0,RFn,3.0,Attchd,1953.0,1094,GasA,5,1Story,3.0,Lvl,Gtl,10452,Inside,85.0,IR1,20,RL,216.0,Stone,No Shed,6,Edwards,0,5,6,Y,0,CompShg,Hip,Normal,11.951180395901384,WD,1,Pave,5,0,1953,1953,2008,2188.0,1.0
649,648,0,No Alley,4,1Fam,3.0,1.0,Unf,3.0,Y,PosN,Norm,SBrkr,1,3,3,MetalSd,MetalSd,No Fence,3.0,1,CBlock,Typ,442.0,2.0,3.0,Unf,3.0,Attchd,1966.0,1839,GasA,3,2Story,3.0,Lvl,Gtl,7700,Inside,70.0,Reg,60,RL,351.0,BrkFace,No Shed,6,NAmes,1,5,6,Y,0,CompShg,Gable,Normal,11.951180395901384,WD,0,Pave,7,0,1966,1966,2010,2595.0,1.5
650,649,0,No Alley,1,Twnhs,3.0,3.0,BLQ,4.0,Y,Norm,Norm,SBrkr,0,3,3,CemntBd,CmentBd,MnPrv,3.4429619746497666,0,CBlock,Typ,0.0,0.0,2.970652173913044,No Garage,2.96231884057971,No Garage,1978.1134057971012,630,GasA,4,SFoyer,3.0,Lvl,Gtl,1936,Inside,21.0,Reg,180,RM,0.0,None,No Shed,12,MeadowV,0,6,4,Y,0,CompShg,Gable,Normal,11.344506813345266,WD,0,Pave,3,0,1970,1970,2007,1260.0,2.0
651,650,0,No Alley,3,1Fam,3.0,1.0,Unf,4.0,Y,Norm,Norm,SBrkr,0,3,4,CemntBd,CmentBd,No Fence,3.4429619746497666,0,PConc,Typ,562.0,2.0,3.0,RFn,3.0,Attchd,2007.0,1665,GasA,5,2Story,4.0,Lvl,Gtl,8125,Inside,65.0,Reg,60,FV,0.0,No Masonry Veneer,No Shed,5,Somerst,0,6,7,Y,0,CompShg,Gable,Normal,12.235388699864226,WD,0,Pave,7,0,2007,2007,2008,2478.0,2.5
652,651,0,No Alley,4,1Fam,3.0,2.0,Unf,3.0,Y,Artery,Norm,SBrkr,0,3,3,MetalSd,MetalSd,MnPrv,4.0,1,CBlock,Typ,296.0,1.0,1.0,Unf,2.0,Detchd,1940.0,1510,GasA,3,2Story,3.0,Lvl,Gtl,9084,Inside,60.0,Reg,70,RL,0.0,None,No Shed,10,Edwards,0,5,4,P,0,CompShg,Gable,Normal,11.589886506106355,WD,0,Pave,7,1,1940,1950,2009,2265.0,2.0
653,652,0,No Alley,2,1Fam,3.0,1.0,Unf,4.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.0,1,PConc,Typ,512.0,2.0,3.0,RFn,3.0,Attchd,1996.0,1716,GasA,5,2Story,4.0,Lvl,Gtl,8750,Inside,70.0,Reg,60,RL,0.0,None,No Shed,7,CollgCr,1,5,7,Y,0,CompShg,Gable,Normal,12.160028707028768,WD,0,Pave,7,0,1996,1996,2009,2596.0,2.5
654,653,0,Grvl,3,1Fam,3.0,1.0,Unf,3.0,Y,Norm,Norm,SBrkr,1,3,3,MetalSd,MetalSd,MnPrv,3.4429619746497666,0,CBlock,Typ,216.0,1.0,3.0,Unf,3.0,Detchd,1906.0,1469,GasA,5,1.5Fin,3.0,Lvl,Gtl,10320,Inside,60.0,Reg,50,RM,0.0,None,No Shed,6,IDOTRR,0,7,6,Y,0,CompShg,Gable,Normal,11.813030057420569,WD,0,Pave,7,1,1906,1995,2008,2225.0,1.0
655,654,0,No Alley,2,1Fam,3.0,4.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,4,4,MetalSd,MetalSd,No Fence,3.0,1,PConc,Typ,839.0,3.0,3.0,Fin,3.0,Attchd,1995.0,2113,GasA,5,1Story,4.0,Lvl,Gtl,10437,Inside,91.0,IR1,20,RL,660.0,BrkFace,No Shed,8,NoRidge,1,6,8,Y,0,CompShg,Hip,Normal,12.765688433465595,WD,0,Pave,7,1,1995,1995,2008,4222.0,3.5
656,655,0,No Alley,3,Twnhs,3.0,1.0,Unf,3.0,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,ImStucc,No Fence,3.4429619746497666,0,CBlock,Typ,264.0,1.0,3.0,Unf,3.0,Detchd,1971.0,1092,GasA,3,2Story,3.0,Lvl,Gtl,1680,Inside,21.0,Reg,160,RM,381.0,BrkFace,No Shed,3,BrDale,0,5,6,Y,0,CompShg,Gable,Family,11.385092093460345,WD,0,Pave,6,0,1971,1971,2010,1617.0,1.5
657,656,0,No Alley,3,1Fam,3.0,1.0,ALQ,3.0,Y,Norm,Norm,SBrkr,0,3,4,HdBoard,HdBoard,MnPrv,3.4429619746497666,0,CBlock,Typ,312.0,1.0,3.0,RFn,3.0,Attchd,1959.0,1053,GasA,5,1Story,4.0,Lvl,Gtl,10007,Inside,72.0,IR1,20,RL,54.0,BrkFace,No Shed,8,NAmes,0,7,5,Y,0,CompShg,Gable,Normal,11.887931365593687,WD,0,Pave,5,0,1959,2006,2008,2106.0,2.5
658,657,0,No Alley,3,1Fam,3.0,1.0,Unf,4.0,Y,Norm,Norm,SBrkr,1,2,3,Stucco,Wd Shng,MnPrv,4.0,1,BrkTil,Typ,270.0,1.0,3.0,RFn,3.0,Attchd,1931.0,1502,GasA,3,2Story,3.0,HLS,Mod,7200,Inside,60.0,Reg,70,RL,0.0,None,No Shed,2,Crawfor,0,6,7,P,0,CompShg,Gable,Normal,11.911701584927595,WD,0,Pave,6,0,1931,2000,2008,2278.0,1.5
659,658,0,No Alley,3,1Fam,3.0,1.0,Unf,3.0,Y,Artery,Norm,SBrkr,0,3,3,VinylSd,VinylSd,No Fence,4.0,1,CBlock,Typ,330.0,1.0,3.0,Unf,3.0,Attchd,1948.0,1458,GasA,3,1.5Fin,3.0,Lvl,Gtl,17503,Inside,78.0,Reg,50,RL,0.0,None,No Shed,1,NAmes,0,5,6,Y,0,CompShg,Gable,Abnorml,11.487607656985938,WD,0,Pave,6,1,1948,1950,2010,2370.0,1.5
660,659,0,No Alley,3,1Fam,3.0,1.0,BLQ,3.0,Y,Norm,Norm,SBrkr,0,4,3,MetalSd,MetalSd,MnPrv,3.4429619746497666,0,PConc,Typ,480.0,2.0,3.0,Fin,3.0,Detchd,1968.0,1486,GasA,5,1Story,3.0,Lvl,Gtl,9937,Corner,75.0,Reg,20,RL,0.0,None,No Shed,3,Edwards,0,7,5,Y,0,CompShg,Hip,Normal,12.025749091398893,WD,0,Pave,7,0,1964,1999,2009,2972.0,2.0
661,660,0,No Alley,3,1Fam,3.0,1.0,Unf,4.0,Y,Norm,Norm,SBrkr,1,3,3,Plywood,Plywood,No Fence,3.0,1,CBlock,Typ,550.0,2.0,3.0,RFn,3.0,Attchd,1976.0,1935,GasA,3,2Story,3.0,Lvl,Gtl,12384,CulDSac,80.0,Reg,60,RL,233.0,BrkFace,No Shed,11,NWAmes,1,7,7,Y,0,CompShg,Gable,Normal,12.195517131590655,WD,0,Pave,7,0,1976,1976,2007,2728.0,2.5
662,661,0,No Alley,4,1Fam,4.0,1.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.0,1,PConc,Typ,711.0,3.0,3.0,RFn,3.0,Attchd,1994.0,2448,GasA,5,2Story,4.0,Lvl,Gtl,46589,CulDSac,52.0,IR2,60,RL,528.0,BrkFace,No Shed,7,NoRidge,1,7,8,Y,0,CompShg,Hip,Normal,12.904207367601158,WD,0,Pave,8,1,1994,2005,2009,4077.0,3.5
663,662,0,No Alley,2,1Fam,2.0,1.0,Unf,2.0,Y,Norm,Norm,SBrkr,1,3,3,Wd Sdng,Wd Sdng,No Fence,3.0,2,CBlock,Maj2,576.0,2.0,3.0,RFn,3.0,Attchd,1968.0,1392,GasA,4,1Story,3.0,Lvl,Gtl,13560,Corner,120.0,Reg,20,RL,216.0,BrkFace,No Shed,7,NAmes,0,3,6,Y,0,CompShg,Hip,Normal,11.608235644774554,WD,0,Pave,5,0,1968,1968,2009,2784.0,2.0
664,663,0,No Alley,3,1Fam,3.0,3.0,BLQ,4.0,Y,Norm,Norm,SBrkr,1,3,3,Plywood,Plywood,MnPrv,3.4429619746497666,0,CBlock,Typ,588.0,2.0,3.0,RFn,3.0,Detchd,1974.0,1181,GasA,3,SFoyer,3.0,Lvl,Gtl,10012,Inside,90.0,Reg,85,RL,0.0,None,No Shed,4,Edwards,0,5,4,Y,0,CompShg,Gable,Normal,11.831379196088765,WD,0,Pave,6,0,1972,1972,2008,2319.0,3.0
665,664,0,No Alley,1,1Fam,3.0,2.0,GLQ,5.0,Y,RRAn,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,5.0,1,PConc,Typ,1134.0,3.0,3.0,Fin,3.0,Attchd,2005.0,2097,GasA,5,1Story,5.0,Lvl,Gtl,20896,CulDSac,49.0,IR2,20,RL,0.0,None,No Shed,1,Somerst,1,5,8,Y,0,CompShg,Gable,Partial,12.955127458028414,New,0,Pave,8,1,2005,2006,2006,4174.0,2.5
666,665,0,No Alley,3,1Fam,3.0,1.0,Unf,4.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.0,1,PConc,Typ,504.0,2.0,3.0,RFn,3.0,Attchd,2000.0,1936,GasA,5,2Story,4.0,Lvl,Gtl,11194,Corner,106.0,IR1,60,RL,40.0,BrkFace,No Shed,11,Gilbert,1,5,8,Y,0,CompShg,Gable,Normal,12.348006141418841,WD,0,Pave,7,1,2000,2000,2006,3342.0,2.5
667,666,0,No Alley,3,1Fam,3.0,1.0,LwQ,4.0,Y,Norm,Norm,SBrkr,0,4,3,Plywood,Plywood,No Fence,1.0,1,CBlock,Sev,596.0,2.0,3.0,Unf,3.0,CarPort,1965.0,2380,GasA,3,2Story,3.0,Lvl,Gtl,18450,Inside,73.0,IR1,60,RL,113.0,BrkCmn,No Shed,8,NAmes,1,5,6,Y,0,Tar&Grv,Flat,Abnorml,11.767567683343811,WD,0,Pave,7,0,1965,1979,2007,3401.0,2.5
668,667,0,No Alley,3,1Fam,3.0,1.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,No Fence,2.0,1,PConc,Typ,575.0,2.0,3.0,RFn,3.0,Attchd,1994.0,1679,GasA,5,1Story,4.0,Lvl,Gtl,8125,Inside,65.0,Reg,20,RL,258.0,BrkFace,No Shed,10,SawyerW,1,5,6,Y,0,CompShg,Gable,Normal,12.173032791451972,WD,0,Pave,7,1,1994,1998,2008,3087.0,3.0
669,668,0,No Alley,3,1Fam,3.0,1.0,Rec,3.0,Y,Norm,Norm,SBrkr,0,3,3,CemntBd,Wd Sdng,No Fence,3.0,1,CBlock,Min2,576.0,2.0,3.0,Unf,3.0,Detchd,1999.0,1437,GasA,4,1Story,3.0,Bnk,Mod,14175,Corner,72.0,Reg,20,RL,0.0,None,No Shed,11,Sawyer,0,6,5,Y,0,CompShg,Gable,Normal,12.031719258385394,WD,0,Pave,6,1,1956,1987,2006,2625.0,2.5
670,669,0,No Alley,2,1Fam,3.0,1.0,Unf,2.0,Y,Norm,Norm,SBrkr,1,3,3,MetalSd,MetalSd,No Fence,4.0,1,BrkTil,Typ,252.0,1.0,2.0,Unf,3.0,Detchd,1922.0,1180,GasA,5,1Story,2.0,Lvl,Gtl,11600,Inside,80.0,Reg,30,RL,0.0,None,No Shed,7,Crawfor,0,5,4,Y,0,CompShg,Gable,Normal,11.831379196088765,WD,0,Pave,5,0,1922,1950,2006,1880.0,1.0
671,670,0,No Alley,3,1Fam,3.0,1.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,Typ,540.0,2.0,3.0,Fin,3.0,Attchd,2005.0,1476,GasA,5,2Story,4.0,Lvl,Gtl,8633,FR2,64.0,Reg,60,RL,0.0,None,No Shed,2,CollgCr,1,5,6,Y,0,CompShg,Gable,Normal,12.063932878369052,WD,0,Pave,7,1,2005,2005,2009,2214.0,3.5
672,671,0,No Alley,3,1Fam,3.0,1.0,BLQ,3.0,N,Artery,Norm,SBrkr,0,4,3,Wd Sdng,Wd Sdng,No Fence,3.4429619746497666,0,BrkTil,Typ,300.0,1.0,3.0,Unf,3.0,Detchd,1930.0,1369,GasA,3,2Story,3.0,Lvl,Gtl,6629,Inside,54.0,Reg,70,RH,0.0,None,No Shed,7,Edwards,0,6,6,Y,0,CompShg,Gambrel,Normal,11.548292608807518,WD,0,Pave,6,1,1925,1950,2009,2041.0,3.0
673,672,0,No Alley,3,1Fam,3.0,1.0,ALQ,4.0,Y,Norm,Norm,SBrkr,0,3,4,Plywood,Plywood,No Fence,3.0,1,CBlock,Typ,546.0,2.0,3.0,RFn,3.0,Attchd,1977.0,1208,GasA,3,1Story,3.0,Lvl,Gtl,11250,Inside,80.0,IR1,20,RL,0.0,None,No Shed,6,Veenker,1,6,6,Y,0,CompShg,Gable,Normal,12.013700752882716,WD,0,Pave,6,1,1977,1977,2006,2416.0,2.5
674,673,0,No Alley,3,1Fam,3.0,1.0,GLQ,3.0,Y,Norm,Norm,SBrkr,0,3,3,CemntBd,CmentBd,No Fence,3.0,2,PConc,Typ,416.0,2.0,3.0,Fin,3.0,Attchd,1957.0,1839,GasA,5,1Story,4.0,Lvl,Gtl,14442,Inside,110.0,Reg,20,RL,106.0,BrkFace,No Shed,6,Crawfor,1,7,6,Y,0,CompShg,Hip,Normal,12.458774999085927,WD,1,Pave,7,0,1957,2004,2007,3316.0,3.0
675,674,0,No Alley,3,1Fam,3.0,1.0,Rec,3.0,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,No Fence,4.0,1,CBlock,Typ,384.0,1.0,3.0,RFn,3.0,Attchd,1965.0,1136,GasA,3,1Story,3.0,Lvl,Gtl,9200,Inside,80.0,Reg,20,RL,0.0,None,No Shed,7,NAmes,0,6,6,Y,0,CompShg,Gable,Normal,11.849397701591439,WD,0,Pave,5,1,1965,1965,2008,2272.0,2.0
676,675,0,No Alley,3,Twnhs,3.0,1.0,ALQ,3.0,Y,Norm,Norm,SBrkr,0,3,3,Plywood,Brk Cmn,No Fence,3.0,1,CBlock,Typ,440.0,2.0,3.0,Unf,3.0,Attchd,1978.0,1441,GasA,3,2Story,3.0,Lvl,Gtl,2289,Inside,24.0,Reg,160,RL,0.0,None,No Shed,4,NPkVill,0,6,6,Y,0,CompShg,Gable,Normal,11.908340237224893,WD,0,Pave,7,1,1978,1978,2009,2296.0,2.5
677,676,0,Grvl,4,1Fam,2.0,1.0,Unf,3.0,N,Norm,Norm,SBrkr,1,3,3,AsbShng,Stucco,No Fence,3.4429619746497666,0,BrkTil,Min2,779.0,3.0,2.0,Unf,2.0,2Types,1920.0,1774,GasW,2,2Story,3.0,Lvl,Gtl,9600,Inside,60.0,Reg,70,RM,0.0,None,No Shed,5,OldTown,0,2,4,N,0,CompShg,Gable,Normal,11.37366339763672,WD,0,Pave,8,0,1900,1950,2006,2869.0,3.0
678,677,0,No Alley,2,1Fam,3.0,1.0,Unf,3.0,Y,Norm,Norm,SBrkr,1,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,BrkTil,Typ,240.0,1.0,2.0,Unf,2.0,Detchd,1924.0,792,GasA,5,1Story,4.0,Lvl,Gtl,9022,Inside,52.0,Reg,30,RL,0.0,None,No Shed,5,OldTown,0,8,5,N,0,CompShg,Gable,Normal,11.603679828238691,WD,0,Pave,5,1,1924,2006,2009,1560.0,1.0
679,678,0,No Alley,3,1Fam,3.0,2.0,Unf,5.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4.0,1,PConc,Typ,834.0,3.0,3.0,Fin,3.0,Attchd,2008.0,2046,GasA,5,1Story,4.0,Lvl,Gtl,11844,Inside,80.0,IR1,20,RL,464.0,Stone,No Shed,7,StoneBr,1,5,8,Y,0,CompShg,Hip,Partial,12.827992316801753,New,0,Pave,7,1,2008,2008,2009,4092.0,2.5
680,679,0,No Alley,3,1Fam,3.0,1.0,Rec,3.0,Y,Norm,Norm,SBrkr,0,3,3,Wd Sdng,Wd Sdng,No Fence,3.4429619746497666,0,CBlock,Typ,572.0,2.0,3.0,Unf,3.0,Detchd,1963.0,988,GasA,3,1Story,3.0,Lvl,Gtl,9945,Inside,72.0,IR1,20,RL,57.0,BrkFace,No Shed,10,Sawyer,0,5,5,Y,0,CompShg,Hip,Normal,11.76368418331741,WD,0,Pave,5,0,1961,1961,2007,1976.0,2.0
681,680,0,No Alley,2,TwnhsE,3.0,1.0,BLQ,4.0,Y,Norm,Norm,SBrkr,0,3,3,Plywood,Plywood,No Fence,3.0,1,CBlock,Typ,264.0,1.0,3.0,RFn,3.0,Attchd,1980.0,923,GasA,3,1Story,3.0,Lvl,Gtl,8012,Inside,50.0,Reg,120,RL,0.0,None,No Shed,5,SawyerW,0,5,6,Y,0,CompShg,Gable,Normal,11.870599909242046,WD,0,Pave,5,1,1980,1980,2010,1846.0,2.0
682,681,0,Pave,3,1Fam,3.0,1.0,Rec,3.0,Y,Norm,Norm,SBrkr,1,3,3,VinylSd,Stucco,No Fence,3.4429619746497666,0,BrkTil,Typ,281.0,1.0,3.0,Unf,3.0,Detchd,1968.0,1520,GasA,5,1.5Fin,3.0,Bnk,Gtl,4500,Inside,55.0,IR2,50,RH,0.0,None,No Shed,7,SWISU,0,5,5,Y,0,CompShg,Gable,Abnorml,11.979385322467596,WD,0,Pave,6,0,1932,2000,2009,2313.0,1.0
683,682,0,No Alley,2,1Fam,3.0,2.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,3,3,Wd Sdng,Wd Sdng,No Fence,4.0,1,PConc,Typ,431.0,2.0,3.0,Unf,3.0,Attchd,1996.0,1291,GasA,5,1Story,4.0,HLS,Gtl,2887,Inside,80.5,Reg,120,RL,0.0,None,No Shed,11,ClearCr,0,5,6,Y,0,CompShg,Gable,Normal,12.061046873479915,WD,0,Pave,6,1,1996,1997,2008,2582.0,2.0
684,683,0,No Alley,3,1Fam,3.0,3.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.0,1,PConc,Typ,702.0,3.0,3.0,Fin,3.0,Attchd,2002.0,1668,GasA,5,1Story,4.0,Lvl,Gtl,11248,Corner,90.0,IR1,20,RL,215.0,Stone,No Shed,7,CollgCr,1,5,9,Y,0,CompShg,Hip,Normal,12.560244459250786,WD,0,Pave,7,1,2002,2002,2007,3294.0,3.0
685,684,0,No Alley,4,1Fam,3.0,1.0,Unf,4.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,Typ,486.0,2.0,3.0,Fin,3.0,Attchd,1998.0,1839,GasA,4,2Story,3.0,Lvl,Gtl,16770,CulDSac,58.0,IR2,60,RL,30.0,BrkFace,No Shed,6,NoRidge,1,5,7,Y,0,CompShg,Gable,Normal,12.30591798049989,WD,0,Pave,7,0,1998,1998,2010,3034.0,2.5
686,685,0,No Alley,3,TwnhsE,3.0,2.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,3,4,HdBoard,HdBoard,No Fence,3.0,1,CBlock,Min1,577.0,2.0,3.0,Fin,3.0,Attchd,1984.0,2090,GasA,4,2Story,4.0,Lvl,Gtl,5062,CulDSac,60.0,IR1,160,RL,0.0,None,No Shed,9,StoneBr,0,5,7,Y,0,CompShg,Gable,Normal,12.24288661865289,WD,0,Pave,6,1,1984,1984,2007,3280.0,3.0
687,686,0,No Alley,3,1Fam,3.0,1.0,Unf,4.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,Typ,578.0,2.0,3.0,Fin,3.0,Attchd,2007.0,1761,GasA,5,2Story,4.0,Lvl,Gtl,10207,Inside,84.0,Reg,60,FV,0.0,None,No Shed,8,Somerst,1,6,7,Y,0,CompShg,Gable,Partial,12.336552511980965,New,0,Pave,7,1,2007,2007,2007,2635.0,3.0
688,687,0,No Alley,2,TwnhsE,3.0,1.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,3,4,MetalSd,MetalSd,No Fence,3.4429619746497666,0,PConc,Typ,480.0,2.0,3.0,Unf,3.0,Detchd,2004.0,1102,GasA,5,2Story,4.0,Lvl,Gtl,5105,FR2,72.5,IR2,160,FV,0.0,None,No Shed,3,Somerst,1,5,7,Y,0,CompShg,Gable,Normal,11.910358401381128,WD,0,Pave,4,0,2004,2004,2007,1653.0,2.5
