,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice
381,382,20,FV,60.0,7200,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,4,1,Unf,1293,GasA,5,Y,SBrkr,1301,0,1301,1,0,2,0,2,4,5,Typ,1,4,Attchd,2006.0,RFn,2,572,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,8,2006,New,Partial,12.142866569626381
382,383,60,RL,79.0,9245,Pave,No Alley,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,Unf,939,GasA,5,Y,SBrkr,939,858,1797,0,0,2,1,3,4,8,Typ,0,3.461038961038961,Attchd,2006.0,RFn,2,639,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,4,2007,WD,Normal,12.271392111650817
383,384,45,RH,60.0,9000,Pave,No Alley,Reg,Lvl,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1.5Unf,6,3,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2,2,1,Unf,784,GasA,3,N,FuseA,784,0,784,0,0,1,0,2,3,5,Typ,0,3.461038961038961,Detchd,1950.0,Unf,2,360,2,2,N,0,0,1,0,0,0,No Fence,No Shed,10,2009,WD,Normal,11.238488619268468
384,385,60,RL,80.0,53107,Pave,No Alley,IR2,Low,Corner,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,3,GLQ,1580,GasA,5,Y,SBrkr,1079,874,1953,1,0,2,1,3,4,9,Typ,2,2,Attchd,1992.0,Fin,2,501,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,6,2007,WD,Normal,12.388394202324129
385,386,120,RL,43.0,3182,Pave,No Alley,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,4,3,PConc,4,3,1,GLQ,1256,GasA,5,Y,SBrkr,1269,0,1269,0,0,2,0,2,4,6,Typ,1,3,Attchd,2004.0,Fin,2,430,3,3,Y,1,1,0,0,1,0,No Fence,No Shed,4,2010,WD,Normal,12.165250651009918
386,387,50,RL,58.0,8410,Pave,No Alley,Reg,Lvl,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,5,3,1910,1996,Gambrel,CompShg,Wd Sdng,VinylSd,None,0.0,3,2,PConc,3,3,1,Unf,658,GasA,3,Y,SBrkr,658,526,1184,0,0,1,0,5,3,8,Typ,0,3.461038961038961,No Garage,1978.5061638868744,No Garage,0,0,2.975344452501813,2.97389412617839,N,0,1,0,0,0,0,No Fence,No Shed,5,2006,WD,AdjLand,11.302204433654575
387,388,80,RL,72.0,7200,Pave,No Alley,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,1976,1976,Hip,CompShg,MetalSd,MetalSd,BrkFace,255.0,3,3,CBlock,3,3,3,ALQ,1041,GasA,5,Y,SBrkr,1125,0,1125,1,0,1,0,3,3,6,Typ,1,2,Detchd,1977.0,Unf,1,352,3,3,Y,1,0,0,0,0,0,GdWo,No Shed,10,2009,WD,Abnorml,11.736069016284437
388,389,20,RL,93.0,9382,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,4,3,PConc,4,3,1,Unf,1468,GasA,5,Y,SBrkr,1479,0,1479,0,0,2,0,3,4,6,Typ,0,3.461038961038961,Attchd,1999.0,RFn,2,577,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,7,2008,WD,Normal,12.160028707028767
389,390,60,RL,96.0,12474,Pave,No Alley,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,272.0,5,3,PConc,5,3,3,GLQ,1682,GasA,5,Y,SBrkr,1742,590,2332,1,0,2,1,3,5,9,Typ,1,5,BuiltIn,2008.0,Fin,3,846,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,8,2008,New,Partial,12.962194625251508
390,391,50,RL,50.0,8405,Pave,Grvl,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,8,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,4,1,Rec,861,GasA,5,Y,SBrkr,961,406,1367,1,0,1,0,4,3,7,Typ,0,3.461038961038961,Detchd,1978.0,Unf,1,384,3,3,Y,0,1,1,0,0,0,MnPrv,No Shed,4,2008,WD,Normal,11.686878772093667
391,392,60,RL,71.0,12209,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,5,3,1,ALQ,804,GasA,5,Y,SBrkr,804,1157,1961,1,0,2,1,3,4,7,Typ,1,3,BuiltIn,2001.0,Fin,2,560,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,6,2009,WD,Normal,12.2783933071098
392,393,20,RL,73.0,8339,Pave,No Alley,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1959,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,Slab,3.5797610681658467,3.011243851018974,1.6736990154711673,No Basement,0,GasA,3,Y,SBrkr,882,0,882,0,0,1,0,3,3,5,Typ,0,3.461038961038961,Attchd,1959.0,RFn,1,294,3,3,Y,0,0,0,0,0,0,MnPrv,Shed,7,2007,WD,Normal,11.575900264131617
393,394,30,RL,52.0,7446,Pave,No Alley,Reg,Lvl,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4,5,1941,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,1,Rec,788,GasA,3,Y,FuseA,788,0,788,0,0,1,0,2,3,4,Typ,2,3,No Garage,1978.5061638868744,No Garage,0,0,2.975344452501813,2.97389412617839,Y,0,0,0,0,0,0,GdWo,No Shed,4,2006,WD,Abnorml,11.512925464970229
394,395,50,RL,60.0,10134,Pave,No Alley,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,Unf,735,GasA,4,Y,FuseA,735,299,1034,0,0,1,0,2,3,5,Typ,0,3.461038961038961,Detchd,1940.0,Unf,1,240,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,7,2007,WD,Normal,11.59910316121128
395,396,20,RL,68.0,9571,Pave,No Alley,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,3,BLQ,1144,GasA,3,Y,SBrkr,1144,0,1144,1,0,1,0,3,3,6,Typ,0,3.461038961038961,Attchd,1956.0,Unf,1,596,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,6,2010,WD,Normal,11.76756768334381
396,397,20,RL,60.0,7200,Pave,No Alley,Reg,Low,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,3,Rec,894,GasA,3,Y,SBrkr,894,0,894,0,0,1,0,2,3,6,Typ,0,3.461038961038961,Detchd,1985.0,RFn,2,600,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,9,2009,WD,Normal,11.719939634354555
397,398,60,RL,69.0,7590,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,5,5,1962,1962,Gable,CompShg,VinylSd,VinylSd,BrkFace,288.0,3,3,CBlock,3,3,1,ALQ,864,GasA,3,Y,SBrkr,876,936,1812,0,0,2,0,4,3,8,Typ,1,3,Attchd,1962.0,RFn,1,264,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,7,2007,WD,Normal,12.040608205802641
398,399,30,RM,60.0,8967,Pave,No Alley,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,2,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,BrkTil,2,1,1,Unf,961,GasA,4,Y,Mix,1077,0,1077,0,0,1,0,2,3,6,Maj2,0,3.461038961038961,Detchd,1920.0,Unf,1,338,1,1,N,0,0,0,0,0,0,No Fence,No Shed,11,2007,WD,Abnorml,11.112447898373103
399,400,60,FV,65.0,8125,Pave,No Alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,Stone,100.0,4,3,PConc,4,3,1,GLQ,1092,GasA,5,Y,SBrkr,1112,438,1550,1,0,2,0,2,4,7,Typ,0,3.461038961038961,Attchd,2007.0,Fin,2,438,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,10,2009,WD,Normal,12.392552212472792
400,401,120,RL,38.0,14963,Pave,No Alley,IR2,Lvl,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1996,1996,Gable,CompShg,BrkFace,BrkFace,None,0.0,4,3,PConc,4,3,1,GLQ,1260,GasA,5,Y,SBrkr,1288,0,1288,1,0,1,1,1,5,4,Typ,2,4,Attchd,1996.0,Fin,2,500,3,3,Y,1,1,0,0,1,0,No Fence,No Shed,12,2008,WD,Normal,12.411052226216713
401,402,20,RL,65.0,8767,Pave,No Alley,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,GLQ,1310,GasA,5,Y,SBrkr,1310,0,1310,0,0,2,0,3,4,6,Typ,1,4,Attchd,2005.0,Fin,2,400,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,7,2006,New,Partial,12.01364014498549
402,403,30,RL,60.0,10200,Pave,No Alley,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1940,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,Unf,672,GasA,5,Y,SBrkr,672,0,672,0,0,1,0,2,3,4,Typ,0,3.461038961038961,Detchd,1940.0,Unf,1,240,3,3,N,1,0,0,0,0,0,GdPrv,No Shed,8,2008,WD,Normal,11.589886506106357
403,404,60,RL,93.0,12090,Pave,No Alley,Reg,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,650.0,4,3,PConc,4,3,1,Unf,1141,GasA,4,Y,SBrkr,1165,1098,2263,0,0,2,1,4,4,10,Typ,1,3,BuiltIn,1998.0,Fin,2,420,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,7,2006,WD,Abnorml,12.460714863903755
404,405,60,RL,65.0,10364,Pave,No Alley,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,4,3,1,Unf,806,GasA,4,Y,SBrkr,806,766,1572,0,0,2,1,3,3,7,Typ,1,3,BuiltIn,1995.0,Fin,2,373,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,5,2007,WD,Normal,12.031719258385396
405,406,20,RL,71.0,9991,Pave,No Alley,IR1,Lvl,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1976,1993,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,1,BLQ,1281,GasA,5,Y,SBrkr,1620,0,1620,1,0,2,0,3,3,8,Min1,1,3,Attchd,1993.0,Unf,2,490,3,3,Y,1,1,0,0,0,0,GdWo,No Shed,6,2009,WD,Normal,11.918390573078392
406,407,50,RL,51.0,10480,Pave,No Alley,Reg,Lvl,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,Unf,1064,GasA,5,Y,FuseA,1166,0,1639,0,0,1,0,3,3,6,Maj2,0,3.461038961038961,Detchd,1936.0,Unf,1,240,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,3,2008,WD,Normal,11.652687407345388
407,408,70,RL,63.0,15576,Pave,No Alley,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1915,1976,Gable,CompShg,Wd Sdng,Plywood,None,0.0,3,3,BrkTil,4,3,1,Unf,840,GasA,5,Y,SBrkr,840,840,1680,0,0,2,0,4,3,8,Typ,0,3.461038961038961,Attchd,1960.0,Unf,1,308,3,3,Y,0,0,1,0,0,0,No Fence,No Shed,3,2008,WD,Normal,12.083905011555967
408,409,60,RL,109.0,14154,Pave,No Alley,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,4,3,PConc,5,4,1,Unf,1063,GasA,5,Y,SBrkr,1071,1101,2172,0,0,2,1,3,4,9,Typ,1,4,Attchd,2006.0,RFn,3,947,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,8,2007,New,Partial,12.542544882151386
409,410,60,FV,85.0,10800,Pave,No Alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,100.0,4,3,PConc,5,3,1,GLQ,1034,GasA,5,Y,SBrkr,1050,1028,2078,1,0,2,1,3,5,8,Typ,1,4,Attchd,2008.0,Fin,3,836,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,4,2008,New,Partial,12.73596533201339
410,411,20,RL,68.0,9571,Pave,No Alley,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,3,1958,1958,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,3,2,CBlock,3,2,1,Unf,1276,GasA,3,Y,FuseA,1276,0,1276,0,0,1,0,3,3,5,Mod,0,3.461038961038961,Attchd,1958.0,Unf,1,350,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,6,2009,COD,Abnorml,11.002099841204238
411,412,190,RL,100.0,34650,Pave,No Alley,Reg,Bnk,Inside,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,2,Rec,1056,GasA,3,N,SBrkr,1056,0,1056,1,0,1,0,3,3,5,Typ,0,3.461038961038961,Attchd,1955.0,Fin,2,572,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,1,2006,WD,Normal,11.884489021402711
412,413,20,FV,73.5,4403,Pave,No Alley,IR2,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,MetalSd,MetalSd,Stone,432.0,5,3,PConc,5,3,3,GLQ,1470,GasA,5,Y,SBrkr,1478,0,1478,1,0,2,1,2,4,7,Typ,1,4,Attchd,2009.0,Fin,2,484,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,6,2010,New,Partial,12.310432660854417
413,414,30,RM,56.0,8960,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,6,1927,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,1,Unf,1008,GasA,4,Y,FuseA,1028,0,1028,0,0,1,0,2,3,5,Typ,1,4,Detchd,1927.0,Unf,2,360,3,3,Y,0,0,1,0,0,0,No Fence,No Shed,3,2010,WD,Normal,11.652687407345388
414,415,60,RL,59.0,11228,Pave,No Alley,IR2,Lvl,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,BLQ,1080,GasA,5,Y,SBrkr,1080,1017,2097,0,1,2,1,3,4,9,Typ,1,3,Attchd,1993.0,Unf,3,678,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,12,2008,WD,Normal,12.337100907936577
415,416,20,RL,73.0,8899,Pave,No Alley,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,GLQ,1340,GasA,5,Y,SBrkr,1340,0,1340,0,0,2,0,3,4,6,Typ,0,3.461038961038961,Attchd,2007.0,Fin,2,396,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,8,2007,New,Partial,12.106992367829498
416,417,60,RL,74.0,7844,Pave,No Alley,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,3,3,CBlock,3,3,1,ALQ,672,GasA,3,Y,SBrkr,672,728,1400,0,0,1,1,3,3,6,Typ,1,3,Attchd,1978.0,Fin,2,440,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,3,2006,WD,Normal,11.915051671812877
417,418,70,RL,86.0,22420,Pave,No Alley,IR1,Lvl,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,2Story,6,6,1918,1950,Hip,CompShg,Wd Sdng,Stucco,None,0.0,3,3,BrkTil,4,3,1,BLQ,1370,GasW,3,N,FuseA,1370,1254,2624,1,0,2,1,4,3,10,Typ,1,4,Detchd,1918.0,Unf,3,864,3,3,N,0,0,0,0,0,0,No Fence,No Shed,11,2007,WD,Normal,12.384218830913648
418,419,50,RL,60.0,8160,Pave,No Alley,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,ALQ,756,GasA,2,N,FuseF,756,378,1134,1,0,1,1,3,3,7,Typ,0,3.461038961038961,Detchd,1940.0,Unf,1,240,3,3,P,0,0,0,0,0,0,No Fence,No Shed,4,2007,WD,AdjLand,11.744037185933616
419,420,20,RL,65.0,8450,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,BLQ,1056,GasA,5,Y,SBrkr,1056,0,1056,1,0,1,0,3,3,6,Typ,1,2,Attchd,1968.0,Unf,1,304,3,3,Y,0,1,1,0,0,0,No Fence,No Shed,7,2010,WD,Normal,11.863582336583399
420,421,90,RM,78.0,7060,Pave,No Alley,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,200.0,3,4,PConc,4,4,4,GLQ,1344,GasA,5,Y,SBrkr,1344,0,1344,2,0,2,0,2,3,8,Typ,0,3.461038961038961,Attchd,1997.0,Fin,4,784,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,11,2008,WD,Alloca,12.237086699059343
421,422,20,RL,80.0,16635,Pave,No Alley,IR1,Lvl,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2000,Gable,CompShg,CemntBd,CmentBd,Stone,126.0,4,3,CBlock,4,3,1,ALQ,1602,GasA,4,Y,SBrkr,1602,0,1602,0,1,2,0,3,4,8,Typ,1,3,Attchd,1977.0,Fin,2,529,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,6,2009,WD,Normal,12.2783933071098
422,423,20,RL,100.0,21750,Pave,No Alley,Reg,HLS,Inside,Mod,Mitchel,Artery,Norm,1Fam,1Story,5,5,1954,1954,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,Unf,988,GasA,5,Y,FuseA,988,0,988,0,0,1,0,2,3,4,Typ,0,3.461038961038961,Attchd,1954.0,RFn,2,520,3,3,N,0,0,0,0,0,0,No Fence,No Shed,2,2008,WD,Normal,11.635143097694478
423,424,60,RL,80.0,9200,Pave,No Alley,Reg,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,473.0,4,3,PConc,4,3,1,GLQ,1470,GasA,4,Y,SBrkr,1470,1160,2630,1,0,2,1,4,4,8,Typ,1,3,Attchd,1998.0,Fin,3,696,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,6,2008,WD,Normal,12.66032791780777
424,425,20,RL,72.0,9000,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,74.0,3,3,CBlock,4,3,1,LwQ,1196,GasA,4,Y,FuseA,1196,0,1196,1,0,1,0,2,3,6,Typ,1,4,Attchd,1956.0,RFn,1,297,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,5,2008,WD,Normal,11.842229212112828
425,426,60,RM,60.0,3378,Pave,Grvl,Reg,HLS,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1946,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,3,3,1,Unf,651,GasA,4,Y,SBrkr,707,682,1389,0,0,1,1,3,3,6,Typ,2,4,Detchd,1947.0,Unf,1,240,3,3,P,0,0,1,0,0,0,No Fence,No Shed,9,2009,WD,Normal,11.813030057420567
426,427,80,RL,66.5,12800,Pave,No Alley,Reg,Low,Inside,Mod,SawyerW,Norm,Norm,1Fam,SLvl,7,5,1989,1989,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,145.0,4,3,PConc,4,3,4,GLQ,1518,GasA,4,Y,SBrkr,1644,0,1644,1,1,2,0,2,4,5,Typ,1,3,Attchd,1989.0,Fin,2,569,3,3,Y,1,0,0,0,1,0,No Fence,No Shed,8,2009,WD,Normal,12.524526376648708
427,428,20,RL,77.0,8593,Pave,No Alley,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1957,1957,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,Rec,907,GasA,5,Y,SBrkr,907,0,907,0,0,1,0,3,3,5,Typ,0,3.461038961038961,Detchd,1964.0,Unf,1,352,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,7,2008,WD,Normal,11.59917655301345
428,429,20,RL,64.0,6762,Pave,No Alley,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,4,3,PConc,4,3,1,GLQ,1208,GasA,5,Y,SBrkr,1208,0,1208,1,0,2,0,2,4,6,Typ,0,3.461038961038961,Attchd,2007.0,RFn,2,628,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,9,2007,New,Partial,12.182804018590819
429,430,20,RL,130.0,11457,Pave,No Alley,IR1,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,2,GLQ,1392,GasA,3,Y,SBrkr,1412,0,1412,1,0,2,0,3,4,6,Typ,1,3,Attchd,1988.0,Unf,2,576,3,3,Y,0,0,1,0,0,0,No Fence,No Shed,3,2009,WD,Normal,12.072541252905651
430,431,160,RM,21.0,1680,Pave,No Alley,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,3,3,CBlock,3,3,1,ALQ,483,GasA,3,Y,SBrkr,483,504,987,0,0,1,1,2,3,4,Typ,0,3.461038961038961,Detchd,1971.0,Unf,1,264,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,7,2008,COD,Abnorml,11.355101379776661
431,432,50,RM,60.0,5586,Pave,No Alley,IR1,Bnk,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,7,1920,1998,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,Unf,901,GasA,4,Y,SBrkr,1088,110,1198,0,0,1,0,4,3,7,Typ,0,3.461038961038961,No Garage,1978.5061638868744,No Garage,0,0,2.975344452501813,2.97389412617839,N,0,1,0,0,0,0,MnPrv,No Shed,9,2008,ConLD,Abnorml,11.288531131754366
432,433,160,RM,24.0,1920,Pave,No Alley,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,376.0,3,3,CBlock,3,3,1,ALQ,765,GasA,5,Y,SBrkr,765,600,1365,1,0,1,1,2,3,6,Min1,0,3.461038961038961,Detchd,1971.0,Unf,2,440,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,8,2007,WD,Normal,11.715866308966918
433,434,60,RL,100.0,10839,Pave,No Alley,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,Unf,926,GasA,5,Y,SBrkr,926,678,1604,0,0,2,1,3,3,7,Typ,1,3,Attchd,1997.0,Fin,2,470,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,7,2008,WD,Normal,12.106252310247962
434,435,180,RM,21.0,1890,Pave,No Alley,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,4,CBlock,4,3,3,ALQ,630,GasA,4,Y,SBrkr,630,0,630,1,0,1,0,1,3,3,Typ,0,3.461038961038961,No Garage,1978.5061638868744,No Garage,0,0,2.975344452501813,2.97389412617839,Y,1,0,0,0,0,0,No Fence,No Shed,6,2008,WD,Normal,11.302204433654575
435,436,60,RL,43.0,10667,Pave,No Alley,IR2,Lvl,CulDSac,Gtl,CollgCr,PosN,Norm,1Fam,2Story,7,6,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,GLQ,799,GasA,5,Y,SBrkr,827,834,1661,1,0,2,1,3,4,6,Typ,1,3,Attchd,1996.0,RFn,2,550,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,4,2009,ConLw,Normal,12.26434155365415
